Time (sec)	Fluid Temperature (C)	Flowrate (GPM)	"Pressure Drop (large pipe, (""WC)"	"Pressure Drop (small pipe, (""WC))"	Ambient Temperature (C)	Ambient Pressure (kPa)	Flow Setpoint (GPM)	Control Output (%)
1053358.563	21.441311	5.117099	5.618452	0.266726	21.26051	86.139786	5	22.71385
1053359.108	21.436868	5.105675	5.605451	0.26382	21.281616	86.134142	5	22.704386
1053360.527	21.519056	5.100771	5.546731	0.246292	21.265324	86.142845	5	22.660808
1053362.277	21.5272	5.038821	5.500146	0.238954	21.215705	86.137341	5	22.677719
1053362.551	21.40799	5.02862	5.476807	0.223792	21.395521	86.14451	5	22.684925
1053364.106	21.4228	5.006542	5.448151	0.226716	21.380846	86.138187	5	22.698892
1053366.567	21.395032	4.942404	5.44246	0.221091	21.292354	86.143161	5	22.795729
1053366.834	21.431315	4.952345	5.446502	0.208276	21.292354	86.143161	5	22.790458
1053368.503	21.604019	4.958237	5.41412	0.214851	21.308646	86.135788	5	22.811229
1053370.103	21.570143	4.976526	5.370311	0.217012	21.284208	86.140548	5	22.802557
1053370.557	21.504808	4.990633	5.350073	0.22178	21.336045	86.139749	5	22.791034
1053373.21	21.45631	4.973459	5.341887	0.210679	21.406763	86.137796	5	22.83259
1053373.49	21.515174	4.975428	5.349645	0.218222	21.278148	86.133909	5	22.833244
1053374.641	21.588282	4.967717	5.357067	0.216863	21.259264	86.137917	5	22.854951
1053376.487	21.525349	4.965152	5.362227	0.216863	21.326419	86.135955	5	22.876666
1053376.772	21.498885	4.963333	5.350436	0.2131	21.321605	86.134663	5	22.882015
1053378.761	21.620127	4.962411	5.323158	0.217496	21.388991	86.134337	5	22.910055
1053380.93	21.551273	5.002183	5.30252	0.212448	21.347288	86.133361	5	22.883447
1053381.981	21.573485	4.99469	5.308294	0.212634	21.267545	86.13801	5	22.895246
1053382.278	21.501106	4.992854	5.31648	0.208648	21.25435	86.135909	5	22.897286
1053383.671	21.495003	4.976493	5.336802	0.216881	21.235565	86.135155	5	22.923456
1053387.293	21.560898	5.006919	5.373226	0.213789	21.327529	86.136132	5	22.916917
