17136.0107	22.311883	14.608414	-0.063826	37.722545	21.826516	86.07718	14.5	57.779544
17136.61506	22.192941	14.589245	-0.063174	37.702168	21.768929	86.074279	14.5	57.779021
17137.83598	22.309479	14.56772	-0.054681	37.688738	21.784844	86.076994	14.5	57.767743
17138.36206	22.284693	14.56285	-0.057624	37.658377	21.751314	86.077413	14.5	57.761275
17141.07504	22.316138	14.567963	-0.064059	37.647965	21.719852	86.076688	14.5	57.700526
17141.34706	22.314289	14.572791	-0.067747	37.61006	21.706528	86.074363	14.5	57.689375
17143.73461	22.2723	14.562289	-0.077843	37.628072	21.886772	86.075628	14.5	57.642141
17144.38308	22.264901	14.549364	-0.071621	37.628649	21.759086	86.079803	14.5	57.643367
17145.95006	22.33926	14.505577	-0.057251	37.608495	21.882111	86.075191	14.5	57.674919
17146.79099	22.375883	14.51452	-0.064441	37.577575	21.877369	86.078557	14.5	57.663177
17147.1231	22.287282	14.517286	-0.067682	37.564407	21.722443	86.075005	14.5	57.658647
17149.15698	22.297457	14.504378	-0.090043	37.537566	21.764268	86.072894	14.5	57.665295
17149.61204	22.436549	14.498578	-0.092343	37.530972	21.691132	86.069147	14.5	57.670714
17150.75071	22.382356	14.46671	-0.101051	37.518008	21.718221	86.069593	14.5	57.709437
17153.45506	22.355537	14.438798	-0.128544	37.507484	21.690831	86.069463	14.5	57.783449
17153.72463	22.302452	14.444582	-0.142346	37.499121	21.747023	86.083819	14.5	57.785011
17155.42337	22.459483	14.453609	-0.181136	37.481724	21.833629	86.075981	14.5	57.804451
17156.719	22.400854	14.475746	-0.199986	37.497649	21.735329	86.077534	14.5	57.793087
17158.29598	22.37274	14.464992	-0.209764	37.508695	21.752945	86.08169	14.5	57.821496
17159.34647	22.505349	14.476215	-0.214086	37.55025	21.807133	86.074233	14.5	57.818525
17159.88	22.435995	14.483725	-0.209317	37.558241	21.855246	86.07665	14.5	57.815344
17161.27699	22.433036	14.474907	-0.202752	37.564071	21.79788	86.07506	14.5	57.831118
17162.62199	22.573406	14.460566	-0.191734	37.504467	21.730148	86.07759	14.5	57.860602
17162.89206	22.480013	14.461371	-0.186099	37.554032	21.730148	86.07759	14.5	57.863528
17163.62561	22.37385	14.478646	-0.193159	37.545575	21.811574	86.077134	14.5	57.84601
17165.45698	22.453566	14.459879	-0.200218	37.528569	21.76324	86.071164	14.5	57.888802
17165.80208	22.355169	14.464757	-0.205722	37.544402	21.789737	86.065911	14.5	57.888049
17167.70798	22.384207	14.420794	-0.192162	37.505044	21.777524	86.070681	14.5	57.971194
17169.86899	22.362382	14.415103	-0.170854	37.48869	21.698686	86.071322	14.5	58.028128
