Time (sec)	Fluid Temperature (C)	Flowrate (GPM)	"Pressure Drop (large pipe, (""WC)"	"Pressure Drop (small pipe, (""WC))"	Ambient Temperature (C)	Ambient Pressure (kPa)	Flow Setpoint (GPM)	Control Output (%)
450486.1517	25.693055	14.519927	-0.086988	35.210712	21.609665	85.755774	14.5	55.222006
450486.904	25.783409	14.529759	-0.077321	35.224254	21.585469	85.763195	14.5	55.206521
450488.2811	25.826005	14.518217	-0.066536	35.209744	21.444186	85.756081	14.5	55.205526
450488.8311	25.751325	14.509223	-0.064664	35.20559	21.522672	85.754305	14.5	55.212059
450491.5877	25.65728	14.505728	-0.028594	35.220435	21.500325	85.755942	14.5	55.213592
450492.1382	25.807011	14.505049	-0.037256	35.195345	21.575844	85.760135	14.5	55.21362
450494.632	25.773821	14.502392	-0.059216	35.172137	21.526003	85.755068	14.5	55.207065
450494.9041	25.764602	14.508829	-0.059216	35.176253	21.553398	85.758862	14.5	55.200124
450496.084	25.793735	14.511268	-0.070895	35.165916	21.511431	85.763232	14.5	55.193733
450498.6961	25.656729	14.456182	-0.07489	35.142837	21.592267	85.757839	14.5	55.25718
450499.318	25.750037	14.459443	-0.083589	35.137417	21.6204	85.760954	14.5	55.262512
450500.721	25.745243	14.455118	-0.096767	35.118437	21.527349	85.757309	14.5	55.286958
450503.684	25.821393	14.46091	-0.101964	35.13453	21.57783	85.750753	14.5	55.33139
450504.376	25.838725	14.482283	-0.104246	35.141943	21.641735	85.753868	14.5	55.318075
450506.155	25.896068	14.462083	-0.110606	35.108081	21.466635	85.746922	14.5	55.358004
450508.028	25.840569	14.439469	-0.12304	35.135517	21.57783	85.755021	14.5	55.410653
450508.487	25.825818	14.433803	-0.136823	35.142837	21.50194	85.758099	14.5	55.42589
450509.0313	25.921324	14.448094	-0.142299	35.122348	21.595094	85.756881	14.5	55.421897
450510.441	25.842226	14.418941	-0.158216	35.106851	21.521191	85.757039	14.5	55.481642
450511.2211	25.942154	14.422227	-0.161634	35.119256	21.543638	85.757039	14.5	55.499077
450513.289	25.96649	14.429779	-0.153801	35.110632	21.613367	85.756267	14.5	55.541966
450519.771	25.883157	14.448563	-0.087817	35.119499	21.544278	85.760591	14.5	55.642003
450520.0552	25.973313	14.455604	-0.080515	35.143583	21.544278	85.760591	14.5	55.639665
450522.2653	25.829319	14.42019	-0.078159	35.142335	21.648163	85.756658	14.5	55.719195
450522.8186	25.840382	14.41926	-0.088823	35.170237	21.603002	85.754873	14.5	55.734726
450525.399	25.849969	14.440206	-0.087333	35.207434	21.469496	85.759689	14.5	55.77951
450525.8361	25.897538	14.436191	-0.08303	35.182419	21.561442	85.757932	14.5	55.792329
450527.433	25.846651	14.424365	-0.09253	35.217381	21.638673	85.756788	14.5	55.83701
450528.8051	25.795579	14.441145	-0.097354	35.173236	21.459871	85.758657	14.5	55.850107
450529.6921	25.939573	14.425915	-0.101368	35.218163	21.571302	85.759949	14.5	55.883623
