Time (sec)	Fluid Temperature (C)	Flowrate (GPM)	"Pressure Drop (large pipe, (""WC)"	"Pressure Drop (small pipe, (""WC))"	Ambient Temperature (C)	Ambient Pressure (kPa)	Flow Setpoint (GPM)	Control Output (%)
1052327.299	21.255248	8.909542	-0.0913	30.606738	21.382395	86.13033	9	38.737028
1052328.28	21.25784	8.899324	-0.091216	30.615157	21.358093	86.13894	9	38.778753
1052328.567	21.280427	8.906692	-0.097065	30.67804	21.3898	86.130506	9	38.780826
1052330.41	21.120826	8.899232	-0.105503	30.696871	21.345	86.136727	9	38.856881
1052330.717	21.196001	8.903423	-0.105009	30.674296	21.334026	86.139302	9	38.863027
1052333.139	21.266162	8.905686	-0.127184	30.727996	21.495685	86.136057	9	38.939049
1052333.411	21.282084	8.906264	-0.128944	30.73336	21.366104	86.138047	9	38.946947
1052335.294	21.2121	8.916976	-0.105084	30.79479	21.439546	86.13735	9	38.992988
1052335.566	21.257275	8.914512	-0.107431	30.761915	21.370681	86.135732	9	39.002973
1052337.291	21.246907	8.911771	-0.097549	30.817384	21.506555	86.132245	9	39.054946
1052339.133	21.241159	8.919483	-0.094336	30.841133	21.329213	86.137024	9	39.100588
1052339.404	21.252267	8.923657	-0.094942	30.838693	21.329213	86.137024	9	39.103466
1052341.825	21.292258	8.939314	-0.078839	30.86464	21.270946	86.139572	9	39.14471
1052342.889	21.229309	8.937856	-0.078457	30.893529	21.308108	86.140716	9	39.168374
1052343.159	21.238196	8.954946	-0.078345	30.911504	21.388957	86.135518	9	39.156179
1052344.79	21.285222	8.949716	-0.108083	30.906214	21.375124	86.138931	9	39.183994
1052346.22	21.290212	8.946975	-0.109824	30.914503	21.361425	86.131743	9	39.212661
1052347.774	21.184114	8.970285	-0.076781	30.939164	21.346985	86.134625	9	39.213758
1052348.21	21.203935	8.982313	-0.078625	30.946093	21.392156	86.139572	9	39.204963
1052349.491	21.16708	8.992011	-0.070196	30.961777	21.404744	86.13722	9	39.201127
1052350.958	21.294831	8.983462	-0.077898	31.00553	21.495819	86.138242	9	39.215029
1052351.41	21.170783	8.966564	-0.075971	30.985488	21.385255	86.140502	9	39.235877
1052352.631	21.160414	8.972926	-0.069666	30.941623	21.474851	86.130804	9	39.242073
1052354.452	21.31167	8.965726	-0.074732	30.975206	21.3486	86.129716	9	39.264766
1052355.693	21.296859	8.945148	-0.081894	30.981521	21.353177	86.140028	9	39.30313
1052355.94	21.247241	8.946757	-0.085796	30.945385	21.353177	86.140028	9	39.305985
1052357.951	21.22781	8.988566	-0.084576	30.962149	21.330458	86.131613	9	39.300688
1052358.817	21.234846	8.983026	-0.094076	30.97569	21.35651	86.133314	9	39.313048
1052360.241	21.313521	8.986362	-0.107813	30.990852	21.435237	86.133891	9	39.304265
1052360.666	21.295554	8.997334	-0.110886	30.982228	21.309486	86.128489	9	39.294327
1052363.05	21.202435	8.926582	-0.115999	30.955146	21.298378	86.133184	9	39.418588
1052363.369	21.282965	8.947688	-0.123831	30.994596	21.276162	86.135016	9	39.404264
1052365.607	21.205768	8.983462	-0.142439	30.988934	21.335035	86.131566	9	39.390058
1052366.197	21.292222	8.970076	-0.144739	30.988841	21.316151	86.129046	9	39.407651
1052367.431	21.2252	8.942013	-0.15137	31.007877	21.381687	86.131752	9	39.453506
1052368.188	21.213721	8.945274	-0.161457	30.966265	21.358361	86.132468	9	39.464461
1052370.038	21.206121	8.937663	-0.149173	31.006741	21.325778	86.129688	9	39.506552
1052371.64	21.135391	8.927219	-0.144032	31.001861	21.397977	86.132096	9	39.559777
1052372.203	21.297952	8.934226	-0.146788	31.026634	21.425745	86.132068	9	39.565982
1052374.133	21.183532	8.946715	-0.149769	31.077354	21.329111	86.132236	9	39.590761
1052374.861	21.181875	8.92996	-0.14866	31.043752	21.35762	86.133538	9	39.622146
1052376.337	21.154648	8.907069	-0.153503	31.095552	21.289122	86.130246	9	39.685181
1052378.409	21.248334	8.940731	-0.144348	31.109857	21.311338	86.131808	9	39.705561
1052378.71	21.180393	8.965591	-0.144646	31.159552	21.311338	86.131808	9	39.685196
1052380.575	21.285363	9.03688	-0.113028	31.184568	21.32763	86.133407	9	39.610582
1052382.348	21.220933	9.085721	-0.09889	31.231804	21.364789	86.128888	9	39.530257
1052383.002	21.264627	9.090683	-0.099943	31.263357	21.390572	86.133184	9	39.505277
1052384.962	21.163165	9.104203	-0.080115	31.282301	21.26024	86.130302	9	39.431887
1052386.819	21.258508	9.133028	-0.056376	31.244526	21.2221	86.13417	9	39.325525
1052388.223	21.348114	9.11717	-0.038094	31.186505	21.227654	86.131083	9	39.284924
1052388.495	21.350512	9.118335	-0.038783	31.179743	21.199141	86.134486	9	39.273518
1052390.268	21.28702	9.023904	-0.019756	31.143012	21.290973	86.130692	9	39.338223
1052392.103	21.18593	8.997702	-0.021321	31.104381	21.263572	86.126703	9	39.356826
1052393.859	21.306274	9.020208	-0.035309	31.032483	21.266298	86.132552	9	39.319875
1052394.772	21.249992	9.011072	-0.05469	31.041051	21.332813	86.132636	9	39.327449
1052395.117	21.497688	8.99212	-0.054196	31.012683	21.310227	86.12993	9	39.346669
1052397.876	21.303682	8.939163	-0.096106	30.978335	21.235935	86.138094	9	39.438343
