Time (sec)	Fluid Temperature (C)	Flowrate (GPM)	"Pressure Drop (large pipe, (""WC)"	"Pressure Drop (small pipe, (""WC))"	Ambient Temperature (C)	Ambient Pressure (kPa)	Flow Setpoint (GPM)	Control Output (%)
1051458.376	21.159208	3.069015	-0.036222	16.013062	21.545657	86.132645	3	17.005432
1051458.928	21.131063	3.047876	-0.045209	15.992592	21.434594	86.133221	3	17.015832
1051460.801	21.195868	3.049971	-0.062541	15.954594	21.503825	86.133993	3	16.981708
1051461.074	21.07255	3.049896	-0.062951	15.946137	21.503825	86.133993	3	16.977343
1051462.975	21.115139	3.012596	-0.073372	15.907413	21.535796	86.131957	3	16.992968
1051464.467	21.046059	2.998732	-0.069302	15.858407	21.537513	86.132645	3	17.003523
1051466.051	21.122349	3.006536	-0.059114	15.875748	21.490497	86.137787	3	16.993082
1051466.322	21.076994	3.010735	-0.056413	15.871706	21.490497	86.137787	3	16.988209
1051468.023	21.173824	2.984416	-0.042573	15.84345	21.487535	86.133324	3	17.01022
1051469.66	21.100303	2.963118	-0.059495	15.828232	21.45223	86.135016	3	17.052558
1051470.208	21.159555	2.957988	-0.061526	15.808078	21.453846	86.132013	3	17.065293
1051473.701	21.149927	2.971625	-0.088488	15.801726	21.447788	86.136904	3	17.087107
1051474.267	21.154174	2.965414	-0.085135	15.805861	21.516277	86.13655	3	17.099094
1051476.113	21.128622	2.943462	-0.083226	15.806308	21.609194	86.135425	3	17.151912
1051476.733	21.088256	2.935499	-0.070383	15.838514	21.422006	86.132775	3	17.173017
1051478.52	21.091392	2.969052	-0.065279	15.855426	21.488882	86.134839	3	17.169123
1051478.8	21.112501	2.97735	-0.069498	15.850248	21.479627	86.135016	3	17.163536
1051480.767	21.158988	3.009076	-0.056199	15.880684	21.484069	86.134439	3	17.136275
1051482.301	21.106032	3.038882	-0.043542	15.929187	21.431734	86.128321	3	17.092573
1051484.643	21.092503	3.090397	-0.03598	15.950682	21.444085	86.135509	3	16.991604
1051484.948	21.0051	3.102936	-0.032692	15.977281	21.445937	86.134291	3	16.969402
1051486.304	21.187132	3.136967	-0.017083	15.953234	21.527989	86.134616	3	16.881799
1051488.147	21.117316	3.143798	0.00132	15.952452	21.465054	86.129651	3	16.785825
1051489.218	21.135091	3.109893	0.011341	15.914994	21.408913	86.132292	3	16.772637
1051489.488	21.081764	3.104696	0.005604	15.914211	21.508873	86.142957	3	16.7682
1051491.108	21.120649	3.07572	-0.001958	15.823128	21.424093	86.135406	3	16.747303
1051492.421	21.125463	3.062024	-0.024552	15.719341	21.455327	86.134839	3	16.725996
1051493.661	21.057124	3.019654	-0.022764	15.696375	21.487401	86.135388	3	16.754538
1051494.438	21.155829	3.030416	-0.033083	15.645506	21.476295	86.133937	3	16.737798
1051496.073	21.126748	2.982664	-0.045609	15.547792	21.476295	86.139163	3	16.784192
1051496.895	21.127315	2.985036	-0.038951	15.533021	21.465558	86.13735	3	16.786711
1051499.993	21.083049	2.918208	-0.060464	15.47377	21.447417	86.13655	3	16.895505
1051501.043	21.039173	2.872677	-0.064655	15.444862	21.357954	86.136801	3	16.977625
1051501.316	21.208587	2.868335	-0.064385	15.436424	21.479492	86.137201	3	16.993947
1051502.392	21.093222	2.897202	-0.069898	15.385015	21.460375	86.139516	3	17.009831
1051504.656	21.123785	2.879994	-0.061069	15.443074	21.466063	86.141125	3	17.107443
1051505.107	21.099343	2.889424	-0.060408	15.435195	21.43483	86.137703	3	17.115199
1051507.153	21.10248	2.951358	-0.035952	15.512942	21.485684	86.128089	3	17.107996
1051508.265	21.073223	2.98367	-0.030876	15.522646	21.441494	86.130116	3	17.087943
1051508.532	21.049151	2.98947	-0.027216	15.564779	21.518128	86.135509	3	17.083501
1051510.434	21.139143	3.045646	-0.013479	15.595997	21.420761	86.13854	3	17.011029
1051511.842	21.100825	3.016703	0.009907	15.559247	21.476059	86.13921	3	17.026198
1051512.299	21.15156	3.001021	0.013129	15.541403	21.447047	86.136392	3	17.040673
1051514.402	21.116923	2.952171	0.008277	15.375944	21.489386	86.140995	3	17.10357
1051514.805	21.177285	2.952573	0.007625	15.350445	21.391647	86.143794	3	17.109445
1051517.719	21.117119	2.922122	-0.042862	15.264428	21.495546	86.143291	3	17.183083
1051518.276	21.243025	2.933127	-0.03665	15.239524	21.461991	86.133816	3	17.1847
1051520.711	21.247098	2.887111	-0.054103	15.167104	21.407567	86.138363	3	17.300095
1051521.783	21.167113	2.927889	-0.06296	15.19808	21.527888	86.134839	3	17.289947
1051522.054	21.247098	2.934904	-0.065409	15.18601	21.440888	86.136104	3	17.289029
1051525.18	21.189135	2.898049	-0.120562	15.209442	21.4699	86.140102	3	17.421412
1051525.506	21.206366	2.899315	-0.129354	15.236525	21.436075	86.136141	3	17.43104
1051527.394	21.191183	2.882341	-0.123207	15.264111	21.501603	86.136188	3	17.518205
1051529.967	21.099343	2.884739	-0.050396	15.38645	21.47791	86.136997	3	17.597019
1051530.235	21.056384	2.878662	-0.042452	15.369667	21.479761	86.134486	3	17.613372
1051532.769	21.070261	2.937855	-0.01563	15.472653	21.482723	86.131055	3	17.639799
1051533.334	21.126181	2.981382	-0.017297	15.475912	21.47101	86.130804	3	17.604189
1051534.53	21.074901	2.995254	-0.029414	15.50931	21.431632	86.136848	3	17.598384
1051536.925	21.108231	3.019972	-0.021861	15.525403	21.55084	86.132245	3	17.571687
1051537.561	21.187306	3.037348	-0.015491	15.548742	21.432002	86.134309	3	17.547698
1051539.162	21.228039	3.072552	-0.010443	15.573068	21.42066	86.128265	3	17.482088
1051539.595	21.227299	3.087044	-0.003178	15.57657	21.380674	86.131696	3	17.456134
1051540.997	21.182492	3.08981	-0.010191	15.589217	21.522705	86.133909	3	17.410709
1051541.819	21.117316	3.07831	-0.01401	15.586367	21.457548	86.133761	3	17.397642
1051542.365	21.125267	3.05925	-0.019719	15.580258	21.332305	86.133816	3	17.4053
1051545.051	21.25006	3.043551	-0.018452	15.491652	21.447451	86.136327	3	17.393527
1051545.34	21.236186	3.04407	-0.020119	15.479563	21.449302	86.138531	3	17.388505
1051546.304	21.183233	3.040617	-0.025381	15.455572	21.372663	86.135016	3	17.379222
1051548.288	21.24137	2.976856	-0.034089	15.423535	21.358223	86.138354	3	17.444101
1051548.733	21.232112	2.984927	-0.038271	15.382277	21.359704	86.13668	3	17.438383
1051550.261	21.243962	2.982337	-0.057204	15.364694	21.42352	86.132245	3	17.450026
1051552.152	21.182492	2.939246	-0.055807	15.319152	21.396863	86.130125	3	17.520542
1051553.201	21.22451	2.94192	-0.06011	15.312801	21.395012	86.137024	3	17.538552
1051554.304	21.139165	2.945105	-0.069246	15.260907	21.417967	86.137926	3	17.555375
1051554.789	21.186936	2.935818	-0.070969	15.295795	21.342066	86.137666	3	17.574397
1051556.695	21.175456	2.905123	-0.086122	15.260348	21.398109	86.139126	3	17.659082
1051557.128	21.169161	2.90447	-0.089745	15.251575	21.383905	86.139479	3	17.673492
