Time (sec)	Fluid Temperature (C)	Flowrate (GPM)	"Pressure Drop (large pipe, (""WC)"	"Pressure Drop (small pipe, (""WC))"	Ambient Temperature (C)	Ambient Pressure (kPa)	Flow Setpoint (GPM)	Control Output (%)
447959.8387	24.915777	9.924096	-0.124902	29.020025	21.430925	85.785371	10	40.330775
447960.4541	24.753193	9.90651	-0.122788	29.015592	21.389963	85.79121	10	40.364622
447961.988	24.787331	9.903853	-0.123375	28.985417	21.494233	85.794958	10	40.414179
447962.526	24.82941	9.907885	-0.135156	28.981133	21.480804	85.789016	10	40.427654
447964.393	24.883857	9.912042	-0.138891	29.028407	21.450682	85.790671	10	40.483618
447964.679	24.88219	9.920801	-0.137587	29.014381	21.542258	85.786942	10	40.483082
447966.318	24.798405	9.920181	-0.134262	29.021999	21.445869	85.789658	10	40.52449
447968.7234	24.745441	9.905437	-0.165294	29.073613	21.471414	85.78075	10	40.599918
447969.784	24.789177	9.92407	-0.165182	29.079536	21.43106	85.784683	10	40.61043
447970.03	24.8128	9.936618	-0.171487	29.10023	21.386497	85.780099	10	40.603987
447971.914	24.823873	9.937389	-0.172167	29.136589	21.39343	85.78671	10	40.645892
447972.8011	24.722734	9.923215	-0.169308	29.125283	21.416991	85.783632	10	40.680897
447975.529	24.702062	9.910643	-0.15314	29.160506	21.437724	85.78181	10	40.783511
447975.9752	24.819444	9.905513	-0.150476	29.161586	21.386261	85.784534	10	40.802515
447978.363	24.757063	9.970121	-0.154705	29.216385	21.475857	85.786422	10	40.778051
447979.25	24.712946	9.973406	-0.147943	29.195691	21.521157	85.784339	10	40.783995
447980.8	24.824421	10.004436	-0.154882	29.23164	21.48252	85.786766	10	40.758804
447982.723	24.910979	10.003816	-0.183194	29.221246	21.442537	85.784618	10	40.758053
447983.41	24.725687	10.001427	-0.193671	29.220278	21.411942	85.785845	10	40.761615
447985.355	24.829219	10.010211	-0.212875	29.233503	21.492516	85.789602	10	40.746627
447985.687	24.81261	10.032105	-0.217662	29.239221	21.501771	85.790615	10	40.722781
447988.2491	24.752074	9.9493	-0.172577	29.151304	21.375389	85.782777	10	40.809943
447989.118	24.831065	9.92941	-0.172223	29.121446	21.436243	85.783046	10	40.849145
447990.47	24.900454	9.881239	-0.154975	29.093208	21.543469	85.78618	10	40.942559
447990.761	24.806513	9.880904	-0.153932	29.115821	21.543469	85.78618	10	40.954271
447992.412	24.80006	9.874366	-0.150532	29.039154	21.408475	85.785418	10	41.032084
447994.3931	24.88219	9.951647	-0.190877	29.012723	21.469933	85.783418	10	41.014104
447994.653	24.853401	9.955234	-0.195133	29.05793	21.551378	85.791657	10	41.014529
447996.7075	24.779389	9.971948	-0.227329	29.078978	21.540508	85.789853	10	41.017873
447998.524	24.868344	9.968268	-0.199054	29.118838	21.442907	85.785008	10	41.053219
447999.106	24.86982	9.969769	-0.197313	29.083616	21.455495	85.793563	10	41.050271
448000.763	24.93754	9.946408	-0.181424	29.137539	21.415375	85.790829	10	41.096043
448001.081	24.831434	9.952309	-0.186118	29.101888	21.409081	85.783149	10	41.095196
448002.8101	24.784367	9.959928	-0.181005	29.114442	21.466231	85.788347	10	41.112464
448004.206	24.895835	9.986943	-0.192339	29.125283	21.386497	85.785362	10	41.097093
448004.756	24.914658	9.987161	-0.183464	29.111145	21.432776	85.789462	10	41.099693
448006.292	24.942159	10.007747	-0.185531	29.161474	21.455865	85.785464	10	41.081532
448008.514	24.946588	9.985384	-0.178165	29.146014	21.476092	85.78671	10	41.110942
448009.2297	24.92148	9.972987	-0.175585	29.136738	21.379462	85.791136	10	41.128899
448010.632	24.881071	9.965175	-0.178071	29.131374	21.347991	85.779067	10	41.153008
448011.871	24.705194	9.980933	-0.179711	29.118838	21.524589	85.778918	10	41.149025
448013.298	24.782342	9.961286	-0.179357	29.149609	21.49053	85.782656	10	41.182345
448013.5724	24.858188	9.973398	-0.180847	29.156128	21.460408	85.783502	10	41.173349
448016.045	24.879976	9.97484	-0.231548	29.156687	21.50682	85.785604	10	41.18457
448017.2971	24.8855	9.993498	-0.239613	29.176785	21.383535	85.789518	10	41.171012
448017.5811	24.843245	9.984521	-0.230244	29.129213	21.383535	85.789518	10	41.181149
448019.668	24.901014	9.989868	-0.197406	29.174494	21.48077	85.792215	10	41.179772
448021.188	24.884214	9.960473	-0.196735	29.174513	21.49743	85.785697	10	41.212893
448021.47	24.87369	9.92682	-0.197992	29.141618	21.500392	85.784506	10	41.252157
448022.1954	24.944005	9.855054	-0.183017	29.127872	21.498541	85.784023	10	41.350383
448024.7501	24.937183	9.948789	-0.19708	29.01127	21.536907	85.779904	10	41.352526
448026.1144	24.954707	10.033907	-0.227385	29.083299	21.500257	85.783279	10	41.258215
448026.3862	24.919467	10.00255	-0.230291	29.075345	21.45398	85.784813	10	41.288071
448028.3252	24.856902	9.88403	-0.196251	29.05264	21.545556	85.787156	10	41.449655
448028.6797	24.963374	9.88004	-0.200675	29.074116	21.474847	85.785325	10	41.467937
448031.0469	24.891227	9.892412	-0.213313	28.975675	21.512844	85.777997	10	41.544587
448031.3241	24.963374	9.902562	-0.206235	28.981151	21.435839	85.784218	10	41.545968
448033.23	24.997149	9.956232	-0.232116	28.947978	21.492247	85.7822	10	41.541223
448033.501	25.002875	9.952502	-0.234975	28.950548	21.485684	85.780257	10	41.548951
448036.295	24.854139	9.955754	-0.199576	28.994376	21.376601	85.781438	10	41.585774
448036.5681	24.921682	9.956215	-0.196307	28.987652	21.376601	85.781438	10	41.589545
448038.462	24.969481	9.945679	-0.208768	29.02185	21.440888	85.788272	10	41.626112
448038.7321	24.998636	9.947733	-0.201327	28.977799	21.519508	85.786096	10	41.628643
448039.4749	24.880904	9.98214	-0.197396	29.030064	21.404369	85.781875	10	41.603637
448042.201	24.905073	10.113828	-0.22529	29.174159	21.423117	85.78525	10	41.38486
448042.518	24.879059	10.104306	-0.224014	29.170415	21.485684	85.783158	10	41.383032
448045.435	24.902121	10.054694	-0.182011	29.209046	21.457043	85.781773	10	41.349692
448046.3202	24.736023	10.039682	-0.177783	29.205321	21.418304	85.792317	10	41.352216
448046.8111	24.990148	10.030445	-0.173769	29.228436	21.44385	85.79135	10	41.356206
448051.19	24.880904	10.030353	-0.197974	29.162294	21.394979	85.785873	10	41.31073
448051.439	24.811883	10.022658	-0.201634	29.204054	21.396696	85.783753	10	41.316446
448053.1866	25.027053	10.006791	-0.178584	29.174475	21.454956	85.781094	10	41.326248
448056.1	24.890513	10.000379	-0.146528	29.13793	21.414972	85.778527	10	41.322251
448056.57	24.859688	10.002357	-0.144516	29.188762	21.441258	85.782842	10	41.319992
448058.5265	24.934242	10.009021	-0.148586	29.180734	21.54357	85.785018	10	41.309446
448058.996	24.90343	10.00856	-0.149359	29.166913	21.504935	85.786329	10	41.306142
448061.684	24.957684	9.989424	-0.178668	29.172929	21.525902	85.786236	10	41.322344
448062.25	24.898811	10.003397	-0.177736	29.157581	21.440753	85.786589	10	41.309267
448064.093	24.913026	9.999038	-0.180605	29.156091	21.424463	85.784413	10	41.308281
448064.619	24.827945	10.011116	-0.175147	29.155365	21.387574	85.785827	10	41.294863
448066.634	24.956398	10.012525	-0.173881	29.122992	21.430017	85.783353	10	41.286249
448066.937	24.892537	10.014209	-0.171813	29.167695	21.490363	85.788625	10	41.28333
448068.464	24.882762	9.899796	-0.154304	29.105874	21.436075	85.785622	10	41.416551
448070.463	24.885893	9.896175	-0.156847	29.042935	21.492718	85.783995	10	41.486138
448070.9524	24.905097	9.8961	-0.149564	29.025166	21.455192	85.786236	10	41.503193
448072.948	24.852496	9.909226	-0.159361	28.958856	21.614377	85.786543	10	41.558949
448074.081	25.027077	9.911967	-0.165517	29.001156	21.411875	85.78552	10	41.589407
448074.984	24.957136	9.946685	-0.177708	28.994339	21.429041	85.78843	10	41.578117
448076.8832	24.88406	9.941186	-0.205797	29.030698	21.402619	85.782293	10	41.610111
448077.217	24.912669	9.934129	-0.19586	29.060277	21.522941	85.785297	10	41.62417
448079.0271	24.974125	9.953466	-0.179478	29.053944	21.614511	85.782684	10	41.635862
448079.5781	24.902335	9.954606	-0.17186	29.076687	21.50332	85.778444	10	41.642655
448082.463	24.890525	10.033605	-0.197341	29.099336	21.43446	85.787612	10	41.570158
448083.0303	24.8562	10.032021	-0.198207	29.112542	21.453711	85.78591	10	41.565385
448084.732	24.983899	10.040135	-0.210984	29.100957	21.470371	85.7879	10	41.533269
448085.076	25.043493	10.02405	-0.212735	29.144412	21.566253	85.783381	10	41.545598
448087.184	24.951053	9.951949	-0.176945	29.110754	21.527518	85.788328	10	41.608602
448087.534	24.979101	9.917013	-0.1625	29.091606	21.513315	85.782963	10	41.650906
448090.7161	24.895323	9.911632	-0.138742	28.923633	21.535763	85.778927	10	41.760891
448091.095	24.924111	9.93495	-0.136395	28.925887	21.537378	85.777375	10	41.747202
