Time (sec)	Fluid Temperature (C)	Flowrate (GPM)	"Pressure Drop (large pipe, (""WC)"	"Pressure Drop (small pipe, (""WC))"	Ambient Temperature (C)	Ambient Pressure (kPa)	Flow Setpoint (GPM)	Control Output (%)
449975.6036	25.579771	15.984455	-0.042275	37.504392	21.47929	85.757532	16	63.052134
449976.478	25.613152	15.98945	-0.030075	37.440988	21.650316	85.766691	16	63.050413
449976.8251	25.790916	16.004697	-0.034285	37.440708	21.598492	85.762655	16	63.035287
449979.9932	25.667	15.954665	-0.026266	37.446482	21.564436	85.760991	16	63.089827
449980.427	25.641552	15.9434	-0.028883	37.488317	21.522604	85.760814	16	63.108417
449981.967	25.657411	15.939846	-0.048161	37.420424	21.567633	85.761539	16	63.143226
449983.608	25.647822	15.963609	-0.062364	37.420722	21.556796	85.761177	16	63.148879
449985.1151	25.633622	15.979174	-0.081763	37.412955	21.580488	85.767453	16	63.147696
449985.485	25.781144	15.960516	-0.083552	37.396992	21.57406	85.76856	16	63.1703
449986.367	25.663128	15.933174	-0.096199	37.430203	21.633894	85.767462	16	63.212331
449989.3714	25.747953	15.907936	-0.108893	37.416457	21.506685	85.766347	16	63.318518
449990.7041	25.804008	15.928103	-0.100334	37.429961	21.51631	85.762785	16	63.33143
449990.9891	25.827978	15.9074	-0.09333	37.401928	21.591829	85.761846	16	63.360138
449992.905	25.615918	15.86166	-0.083607	37.431227	21.604045	85.765677	16	63.482299
449993.9557	25.654461	15.874643	-0.084101	37.395204	21.541854	85.762925	16	63.517429
449994.5301	25.669214	15.882237	-0.093358	37.415637	21.583685	85.764301	16	63.533583
449998.1521	25.707754	15.932235	-0.109759	37.515158	21.580589	85.766616	16	63.576849
449998.833	25.622926	15.95117	-0.103072	37.471889	21.524455	85.761856	16	63.571198
450000.992	25.688392	15.90978	-0.096506	37.505305	21.521123	85.766579	16	63.660417
450001.4419	25.695399	15.908188	-0.090378	37.509142	21.59331	85.770298	16	63.675831
450001.9953	25.780038	15.899462	-0.086364	37.481072	21.524455	85.767853	16	63.702413
450003.959	25.70591	15.932143	-0.086206	37.485337	21.576887	85.763548	16	63.71619
450005.971	25.717343	15.90735	-0.071687	37.541794	21.466197	85.76511	16	63.795672
450007.0461	25.784647	15.919579	-0.066881	37.561929	21.511498	85.764041	16	63.815252
450007.569	25.494749	15.913125	-0.067076	37.568225	21.558008	85.767184	16	63.836389
450008.177	25.569997	15.913418	-0.06595	37.564965	21.588498	85.766179	16	63.853618
450010.656	25.731911	15.971396	-0.048105	37.520616	21.431767	85.767593	16	63.849968
450011.5351	25.592497	16.016616	-0.047193	37.58022	21.607982	85.7622	16	63.807053
450012.144	25.625323	16.034537	-0.042136	37.586311	21.460408	85.766086	16	63.784034
450013.277	25.704435	16.064309	-0.034601	37.618945	21.402282	85.764301	16	63.735473
450014.8659	25.584198	16.103385	-0.018825	37.672775	21.561474	85.76538	16	63.652025
450015.1587	25.61555	16.112203	-0.016655	37.623546	21.53371	85.765194	16	63.632663
450017.2251	25.65151	16.104701	0.03047	37.665902	21.591459	85.769099	16	63.571738
450018.312	25.601165	16.148891	0.043648	37.647816	21.565176	85.766644	16	63.480755
450020.043	25.807327	16.164557	0.056296	37.610563	21.537041	85.766616	16	63.371334
450020.4961	25.661653	16.162872	0.055169	37.603373	21.466433	85.766309	16	63.348395
450023.128	25.670873	16.120434	0.04743	37.602591	21.588733	85.764747	16	63.24849
450025.154	25.524812	16.071618	0.037753	37.533747	21.510017	85.765333	16	63.238769
450025.6131	25.649666	16.073714	0.036179	37.511787	21.678077	85.76511	16	63.22612
450027.566	25.657596	16.116822	0.009637	37.480997	21.580589	85.765687	16	63.122763
450027.899	25.700931	16.096957	-0.000552	37.514823	21.591829	85.762525	16	63.130647
450030.868	25.629012	16.012677	-0.034145	37.448494	21.562585	85.765138	16	63.183819
450031.389	25.551924	16.00551	-0.044715	37.492043	21.589978	85.764794	16	63.188903
450032.8417	25.59471	16.006298	-0.053079	37.431339	21.453374	85.765194	16	63.182224
450033.269	25.61389	16.014412	-0.049763	37.432624	21.517657	85.76524	16	63.172477
450035.234	25.555428	15.986885	-0.057214	37.440522	21.492112	85.762702	16	63.193959
450036.933	25.688208	15.962469	-0.046615	37.390529	21.569484	85.766598	16	63.226419
450038.0031	25.582538	15.958898	-0.046289	37.379912	21.455225	85.764617	16	63.247147
450038.286	25.605038	15.957222	-0.056534	37.420648	21.508166	85.761623	16	63.252924
450040.667	25.747769	15.999618	-0.07856	37.413774	21.567767	85.760126	16	63.229219
450040.9173	25.727854	16.001084	-0.081	37.409882	21.565916	85.759243	16	63.227605
450042.6161	25.616288	15.987874	-0.09211	37.440932	21.51483	85.764171	16	63.252581
450044.237	25.693187	16.019172	-0.111696	37.382035	21.654387	85.757755	16	63.223747
450045.205	25.567969	16.023707	-0.125126	37.426869	21.530748	85.757885	16	63.208607
450047.224	25.682676	15.958228	-0.103482	37.421169	21.489151	85.759382	16	63.287192
450051.306	25.730252	15.952	-0.080078	37.394533	21.562585	85.763009	16	63.383101
450051.5791	25.738919	15.958228	-0.08059	37.394142	21.524085	85.765175	16	63.380921
450053.6741	25.562068	15.957297	-0.081987	37.377229	21.519137	85.763818	16	63.422908
450054.388	25.584567	15.955328	-0.07924	37.433537	21.559623	85.765826	16	63.435388
