Time (sec)	Fluid Temperature (C)	Flowrate (GPM)	"Pressure Drop (large pipe, (""WC)"	"Pressure Drop (small pipe, (""WC))"	Ambient Temperature (C)	Ambient Pressure (kPa)	Flow Setpoint (GPM)	Control Output (%)
448353.9287	24.991009	17.441749	11.242681	0.2988	21.331503	85.776705	17.5	55.0692
448354.491	25.13788	17.440953	11.239925	0.297496	21.329281	85.781373	17.5	55.081213
448356.2531	25.037508	17.40657	11.257881	0.286153	21.397913	85.780415	17.5	55.159175
448356.5421	25.130869	17.402052	11.274449	0.277268	21.397913	85.780415	17.5	55.172948
448358.0391	25.0137	17.421356	11.250374	0.269706	21.413969	85.778974	17.5	55.196863
448359.71	25.029758	17.387929	11.237401	0.250893	21.426927	85.780759	17.5	55.276758
448361.619	24.976247	17.422228	11.208334	0.235787	21.503327	85.78406	17.5	55.302608
448362.093	24.978092	17.396168	11.192017	0.244076	21.537386	85.777635	17.5	55.343462
448364.533	24.972187	17.428799	11.218234	0.232285	21.402762	85.78486	17.5	55.380293
448364.955	24.987867	17.439394	11.229568	0.244411	21.449276	85.7826	17.5	55.378548
448366.622	25.058912	17.484958	11.253773	0.24212	21.521603	85.78486	17.5	55.357584
448367.381	24.922364	17.507363	11.25395	0.240984	21.415856	85.7875	17.5	55.33712
448368.798	25.108729	17.515166	11.262546	0.226809	21.3482	85.787724	17.5	55.327692
448369.092	24.94746	17.521662	11.256549	0.223624	21.547146	85.784702	17.5	55.319317
448370.2547	24.979569	17.492418	11.253988	0.210101	21.45668	85.784953	17.5	55.342405
448372.5061	25.032711	17.468177	11.2305	0.215596	21.324775	85.788932	17.5	55.384145
448372.797	24.984545	17.485955	11.236432	0.206376	21.386101	85.784618	17.5	55.368374
448374.6931	25.121455	17.504354	11.210001	0.209952	21.376105	85.786319	17.5	55.347536
448374.977	24.928649	17.502116	11.218476	0.204197	21.457556	85.782619	17.5	55.349422
448376.374	25.182708	17.515786	11.228032	0.198162	21.380548	85.784227	17.5	55.335008
448378.7291	25.016842	17.561124	11.207887	0.212113	21.388594	85.78128	17.5	55.26464
448379.2241	25.10855	17.571509	11.208371	0.205053	21.444599	85.78923	17.5	55.240855
448381.143	25.089172	17.573529	11.262882	0.239121	21.363047	85.787277	17.5	55.193727
448381.789	25.158534	17.567226	11.284777	0.258269	21.346991	85.78605	17.5	55.183779
448383.536	25.157247	17.574309	11.330682	0.258567	21.378968	85.784804	17.5	55.136314
448385.319	25.081791	17.54545	11.350137	0.269445	21.407476	85.786664	17.5	55.13529
448385.593	25.168876	17.561627	11.36352	0.262069	21.413906	85.782628	17.5	55.114314
448388.01	25.113336	17.588642	11.365802	0.30314	21.339116	85.785789	17.5	55.021528
448389.0641	24.939889	17.593017	11.369602	0.307052	21.284687	85.778397	17.5	54.983427
448390.135	25.103922	17.546758	11.376671	0.321022	21.385262	85.7826	17.5	55.007091
448392.5459	25.209464	17.574879	11.345602	0.331061	21.37392	85.783102	17.5	54.937679
448393.1811	25.00226	17.58088	11.329686	0.323089	21.324306	85.778444	17.5	54.914073
448394.6941	25.083267	17.60616	11.290067	0.342088	21.447733	85.78605	17.5	54.842648
448396.8112	25.038236	17.574041	11.287105	0.340393	21.304077	85.783158	17.5	54.803537
448397.653	25.026616	17.55327	11.304763	0.361478	21.332587	85.781921	17.5	54.807536
448399.177	25.029938	17.515812	11.349802	0.356542	21.449214	85.777997	17.5	54.830961
448399.9611	25.011855	17.550773	11.347222	0.345907	21.399973	85.776482	17.5	54.787601
448402.641	24.950044	17.593168	11.323967	0.349148	21.487346	85.776566	17.5	54.67589
