Time (sec)	Fluid Temperature (C)	Flowrate (GPM)	"Pressure Drop (large pipe, (""WC)"	"Pressure Drop (small pipe, (""WC))"	Ambient Temperature (C)	Ambient Pressure (kPa)	Flow Setpoint (GPM)	Control Output (%)
624474.8277	23.462537	18.325059	12.609882	0.321301	20.757073	85.173179	18.3	58.620885
624476.1713	23.430384	18.309762	12.517541	0.300588	20.710766	85.167804	18.3	58.627488
624476.7311	23.503385	18.285857	12.498626	0.300924	20.765222	85.170436	18.3	58.651418
624481.0063	23.407668	18.241156	12.386103	0.301091	20.69817	85.172695	18.3	58.740934
624481.313	23.423757	18.241927	12.394727	0.288351	20.731024	85.170575	18.3	58.746169
624482.804	23.467366	18.236764	12.375747	0.275629	20.798074	85.173969	18.3	58.774743
624484.21	23.33747	18.206581	12.436628	0.283694	20.703123	85.170798	18.3	58.841884
624484.7931	23.486953	18.198786	12.464102	0.27548	20.767582	85.172509	18.3	58.868807
624486.3561	23.461848	18.256453	12.475371	0.266763	20.719794	85.173792	18.3	58.854261
624487.47	23.460739	18.213253	12.482495	0.265273	20.745725	85.176173	18.3	58.925739
624489.3531	23.530413	18.180631	12.415757	0.245212	20.849446	85.172416	18.3	59.015977
624490.515	23.360953	18.255355	12.405438	0.247186	20.925262	85.173346	18.3	58.970407
624491.798	23.426765	18.285295	12.383328	0.244243	20.8497	85.167832	18.3	58.954547
624492.782	23.389609	18.34075	12.368976	0.234297	20.673739	85.172147	18.3	58.891467
624494.195	23.475178	18.340105	12.363705	0.206041	20.844768	85.171021	18.3	58.871046
624495.864	23.502894	18.298279	12.372404	0.213994	20.843657	85.171747	18.3	58.90679
624496.31	23.565716	18.304666	12.365847	0.221519	20.854282	85.173792	18.3	58.900487
624499.4821	23.460249	18.350071	12.415701	0.20958	20.768089	85.178311	18.3	58.803448
624500.245	23.564092	18.360498	12.428879	0.210977	20.788463	85.175475	18.3	58.779107
624501.844	23.551158	18.353449	12.45924	0.222544	20.715485	85.172463	18.3	58.761994
624502.9002	23.38838	18.299972	12.448735	0.229491	20.74908	85.177289	18.3	58.808447
624503.8823	23.549508	18.313216	12.438658	0.220793	20.708583	85.17992	18.3	58.793752
624504.8941	23.539901	18.3465	12.418914	0.227554	20.773042	85.173569	18.3	58.746664
624505.19	23.438273	18.381872	12.384706	0.232546	20.77193	85.178618	18.3	58.704439
624507.101	23.643934	18.331094	12.367281	0.239903	20.711918	85.168743	18.3	58.70604
624507.78	23.528643	18.318848	12.333595	0.243871	20.647339	85.172956	18.3	58.713584
624510.3421	23.593139	18.312612	12.358033	0.247075	20.650674	85.172956	18.3	58.709902
624511.0153	23.459365	18.333164	12.374564	0.251787	20.676977	85.173737	18.3	58.685949
624512.839	23.606072	18.340541	12.443827	0.261957	20.728101	85.170259	18.3	58.655715
624514.708	23.486197	18.377589	12.472502	0.289301	20.771443	85.176312	18.3	58.583018
624515.0549	23.544757	18.375149	12.481434	0.290884	20.774524	85.17383	18.3	58.576738
624516.915	23.523522	18.371336	12.5162	0.30219	20.699322	85.172509	18.3	58.537825
624517.197	23.487676	18.366013	12.506458	0.294833	20.685128	85.174713	18.3	58.536508
624521.0123	23.554022	18.332201	12.572405	0.310796	20.709208	85.168251	18.3	58.521569
624521.6427	23.56235	18.339484	12.594412	0.319196	20.645233	85.169943	18.3	58.507652
624523.317	23.53961	18.317943	12.589625	0.315993	20.641041	85.166586	18.3	58.511049
624523.985	23.507316	18.308748	12.55552	0.318526	20.565207	85.172556	18.3	58.516942
624525.4861	23.587874	18.322855	12.549886	0.310218	20.62511	85.167972	18.3	58.492899
624526.507	23.566811	18.323492	12.535031	0.314651	20.565207	85.169441	18.3	58.486032
624528.276	23.557203	18.339669	12.519636	0.31914	20.626338	85.166186	18.3	58.450048
624528.5501	23.421577	18.333676	12.503497	0.319215	20.56076	85.166186	18.3	58.452691
624530.618	23.408101	18.323609	12.505406	0.302451	20.483946	85.173579	18.3	58.440721
624531.0694	23.508794	18.330222	12.523399	0.310908	20.661534	85.169645	18.3	58.429753
624532.6851	23.507144	18.338336	12.502901	0.301203	20.679317	85.17383	18.3	58.402921
624535.145	23.413645	18.339937	12.436562	0.308784	20.542605	85.171589	18.3	58.373144
624535.395	23.515274	18.337523	12.431626	0.302824	20.542605	85.171589	18.3	58.372429
