Title,Author,Author affiliation,Source,Publication year,Volume and Issue,Pages,Issue date,Database,Copyright,Data Provider
"Evaluation of flare combustion efficiency using open-path Fourier transform infrared technology","Blackwood, Thomas R. (1, 2) ","(1) Healthsite Associates, Ballwin, MO, United States (2) University of Michigan ","Journal of the Air and Waste Management Association","2000","v 50, n 10","p 1714-1722","October 2000","Compendex","Compilation and indexing terms, Copyright 2013 Elsevier Inc.","Engineering Village"
