Date 	Time  	Inlet Cold	Inlet Steam						10 pre-1	10 post-1	10 port	Line 1 Flow Rate	Line 2 Flow Rate	Line 3 Flow Rate	Line 4 Flow Rate	Line 5 Flow Rate	Line 6 Flow Rate
9/3/2015	12:41:18 PM	23.80	104.19	1.43	0.60	36.15	62.87	27.67	48.40	51.10	39.79	0.00	0.00	0.00	4.68	4.74	5.39
9/3/2015	12:41:20 PM	23.87	104.22	1.34	0.60	35.79	62.58	27.38	48.46	50.78	47.85	0.00	0.00	0.00	4.69	4.73	5.40
9/3/2015	12:41:23 PM	23.77	103.90	1.37	0.56	35.79	62.61	27.51	48.11	50.94	47.94	0.00	0.00	0.00	4.72	4.74	5.38
9/3/2015	12:41:25 PM	23.83	103.90	1.43	0.50	36.15	62.48	27.15	48.04	50.68	39.14	0.00	0.00	0.00	4.68	4.73	5.41
9/3/2015	12:41:27 PM	23.77	103.87	1.40	0.56	36.05	62.26	27.48	48.04	50.20	39.02	0.00	0.00	0.00	4.70	4.76	5.33
9/3/2015	12:41:30 PM	23.87	103.64	1.40	0.50	35.92	62.35	27.41	48.27	50.52	38.73	0.00	0.00	0.00	4.67	4.74	5.34
9/3/2015	12:41:32 PM	23.93	103.67	1.43	0.53	35.86	62.22	27.12	47.65	49.98	38.79	0.00	0.00	0.00	4.68	4.75	5.39
9/3/2015	12:41:35 PM	24.32	99.61	1.37	0.60	35.66	62.35	27.03	47.65	49.94	47.40	0.00	0.00	0.00	4.58	4.57	5.41
9/3/2015	12:41:37 PM	24.16	97.00	1.43	0.53	35.57	62.19	27.32	47.85	49.78	47.17	0.00	0.00	0.00	4.60	4.63	5.41
9/3/2015	12:41:39 PM	24.29	95.81	1.40	0.60	35.70	62.16	27.32	47.82	49.75	38.66	0.00	0.00	0.00	4.66	4.69	5.37
9/3/2015	12:41:42 PM	24.35	96.55	1.40	0.63	35.47	62.32	27.44	47.65	49.46	47.11	0.00	0.00	0.00	4.65	4.62	5.32
9/3/2015	12:41:44 PM	24.58	94.13	1.43	0.53	35.73	61.58	27.28	47.65	49.36	46.95	0.00	0.00	0.00	4.59	4.67	5.34
9/3/2015	12:41:47 PM	24.29	94.49	1.43	0.56	35.53	60.19	27.64	47.30	49.17	46.85	0.00	0.00	0.00	4.61	4.67	5.37
9/3/2015	12:41:49 PM	24.35	95.29	1.43	0.56	35.63	57.20	27.57	46.37	49.59	46.62	0.00	0.00	0.00	4.65	4.65	5.40
9/3/2015	12:41:51 PM	24.41	95.62	1.43	0.63	35.18	53.59	27.48	45.46	49.27	46.01	0.00	0.00	0.00	4.63	4.69	5.37
9/3/2015	12:41:54 PM	24.25	96.29	1.43	0.50	34.37	50.30	27.41	43.43	48.72	44.98	0.00	0.00	0.00	4.62	4.63	5.37
9/3/2015	12:41:56 PM	24.12	96.13	1.47	0.56	33.67	48.07	27.77	41.53	48.17	43.05	0.00	0.00	0.00	4.64	4.67	5.35
9/3/2015	12:41:59 PM	23.96	96.16	1.43	0.56	32.92	45.62	27.80	40.21	47.11	41.63	0.00	0.00	0.00	4.63	4.68	5.36
9/3/2015	12:42:01 PM	24.29	96.33	1.40	0.56	32.41	43.56	27.73	38.34	46.40	39.92	0.00	0.00	0.00	4.59	4.68	5.35
9/3/2015	12:42:03 PM	24.19	96.29	1.47	0.56	31.67	41.69	27.61	37.21	44.62	28.64	0.00	0.00	0.00	4.56	4.59	5.32
9/3/2015	12:42:06 PM	24.19	95.87	1.40	0.50	31.05	40.14	27.57	36.02	43.85	26.74	0.00	0.00	0.00	4.64	4.69	5.31
9/3/2015	12:42:08 PM	24.25	95.87	1.47	0.56	30.64	38.85	27.41	35.08	42.34	36.15	0.00	0.00	0.00	4.55	4.67	5.30
9/3/2015	12:42:11 PM	24.06	95.81	1.43	0.60	29.96	37.69	27.77	34.37	41.30	35.12	0.00	0.00	0.00	4.63	4.69	5.31
9/3/2015	12:42:13 PM	24.25	95.42	1.30	0.53	29.73	37.02	27.83	33.54	40.14	34.08	0.00	0.00	0.00	4.65	4.71	5.32
9/3/2015	12:42:15 PM	24.32	95.10	1.43	0.56	29.48	36.57	27.86	32.96	38.79	33.38	0.00	0.00	0.00	4.62	4.68	5.30
9/3/2015	12:42:18 PM	24.19	95.29	1.40	0.66	29.35	35.83	27.99	32.31	37.79	20.03	0.00	0.00	0.00	4.62	4.62	5.30
9/3/2015	12:42:20 PM	24.09	94.94	1.40	0.53	28.73	35.21	28.02	31.86	37.11	32.47	0.00	0.00	0.00	4.60	4.65	5.28
9/3/2015	12:42:23 PM	24.48	94.75	1.43	0.56	28.93	35.15	27.61	31.70	36.57	19.26	0.00	0.00	0.00	4.60	4.70	5.30
9/3/2015	12:42:25 PM	24.09	94.78	1.50	0.56	28.57	34.37	27.90	31.38	36.24	31.47	0.00	0.00	0.00	4.62	4.68	5.31
9/3/2015	12:42:27 PM	24.29	94.55	1.43	0.53	28.57	34.25	27.83	31.02	35.37	18.13	0.00	0.00	0.00	4.57	4.66	5.33
9/3/2015	12:42:30 PM	24.22	94.04	1.40	0.56	28.48	33.83	27.83	31.02	35.12	30.47	0.00	0.00	0.00	4.55	4.67	5.31
9/3/2015	12:42:32 PM	24.22	93.94	1.40	0.56	28.22	33.41	28.06	30.70	34.50	30.57	0.00	0.00	0.00	4.60	4.67	5.28
9/3/2015	12:42:35 PM	24.38	93.84	1.40	0.56	28.25	33.12	27.96	30.18	33.99	30.02	0.00	0.00	0.00	4.60	4.69	5.29
9/3/2015	12:42:37 PM	24.22	93.91	1.40	0.53	28.09	32.96	27.57	30.02	33.57	17.00	0.00	0.00	0.00	4.55	4.67	5.24
9/3/2015	12:42:39 PM	24.51	93.49	1.47	0.53	28.09	32.63	27.90	30.02	33.38	29.83	0.00	0.00	0.00	4.51	4.65	5.23
9/3/2015	12:42:42 PM	24.38	93.17	1.40	0.60	27.83	32.44	27.90	29.57	33.18	29.57	0.00	0.00	0.00	4.52	4.65	5.19
9/3/2015	12:42:44 PM	24.61	93.33	1.43	0.53	27.96	32.18	27.83	29.70	32.63	15.97	0.00	0.00	0.00	4.55	4.63	5.26
9/3/2015	12:42:47 PM	24.29	92.91	1.37	0.60	27.64	31.76	27.86	29.48	32.60	16.03	0.00	0.00	0.00	4.54	4.63	5.25
9/3/2015	12:42:49 PM	24.16	92.75	1.43	0.56	27.80	31.86	27.57	29.22	32.34	15.84	0.00	0.00	0.00	4.55	4.62	5.24
9/3/2015	12:42:51 PM	24.51	92.59	1.43	0.53	27.67	31.57	27.61	28.99	31.99	28.99	0.00	0.00	0.00	4.56	4.64	5.24
9/3/2015	12:42:54 PM	24.19	92.26	1.47	0.56	27.48	31.54	27.83	29.15	31.67	29.02	0.00	0.00	0.00	4.54	4.64	5.27
9/3/2015	12:42:56 PM	24.45	92.07	1.40	0.60	27.54	31.25	27.93	29.06	31.57	28.67	0.00	0.00	0.00	4.52	4.63	5.30
9/3/2015	12:42:59 PM	24.35	92.10	1.40	0.56	27.54	31.02	27.86	29.02	31.67	14.81	0.00	0.00	0.00	4.60	4.63	5.29
9/3/2015	12:43:01 PM	24.41	91.94	1.43	0.53	27.38	30.93	27.77	28.80	31.12	28.54	0.00	0.00	0.00	4.58	4.62	5.30
9/3/2015	12:43:03 PM	24.61	91.75	1.43	0.60	27.51	30.64	27.77	28.64	31.28	14.78	0.00	0.00	0.00	4.56	4.63	5.30
9/3/2015	12:43:06 PM	24.48	91.36	1.43	0.56	27.54	30.57	27.73	28.67	30.93	14.46	0.00	0.00	0.00	4.59	4.66	5.27
9/3/2015	12:43:08 PM	24.35	91.39	1.40	0.56	27.15	30.57	27.93	28.64	31.05	28.25	0.00	0.00	0.00	4.57	4.63	5.25
9/3/2015	12:43:11 PM	24.35	91.17	1.47	0.56	27.19	30.28	27.67	28.38	30.96	28.22	0.00	0.00	0.00	4.55	4.66	5.35
9/3/2015	12:43:13 PM	24.35	90.94	1.40	0.56	27.03	30.25	27.77	28.54	30.47	27.86	0.00	0.00	0.00	4.59	4.66	5.24
9/3/2015	12:43:15 PM	24.41	90.88	1.37	0.50	27.15	30.25	27.41	28.35	30.28	27.61	0.00	0.00	0.00	4.57	4.65	5.24
9/3/2015	12:43:18 PM	24.51	90.52	1.43	0.63	27.12	30.18	28.12	28.22	30.35	27.90	0.00	0.00	0.00	4.56	4.64	5.21
9/3/2015	12:43:20 PM	24.61	90.17	1.56	0.53	27.09	29.89	27.83	28.06	30.25	27.80	0.00	0.00	0.00	4.59	4.67	5.21
9/3/2015	12:43:23 PM	24.45	90.23	1.37	0.60	27.12	29.89	27.51	27.93	30.18	27.48	0.00	0.00	0.00	4.58	4.62	5.21
9/3/2015	12:43:25 PM	24.58	90.30	1.43	0.53	27.12	29.70	27.80	27.90	29.86	27.61	0.00	0.00	0.00	4.58	4.68	5.27
9/3/2015	12:43:27 PM	24.58	90.20	1.47	0.56	27.06	29.80	27.70	27.80	29.93	27.44	0.00	0.00	0.00	4.52	4.64	5.27
9/3/2015	12:43:30 PM	24.54	89.72	1.40	0.53	26.90	29.35	27.96	27.86	30.06	13.23	0.00	0.00	0.00	4.57	4.65	5.26
9/3/2015	12:43:32 PM	24.03	89.43	1.43	0.60	26.83	29.48	27.96	27.73	29.73	13.29	0.00	0.00	0.00	4.62	4.65	5.24
9/3/2015	12:43:35 PM	24.64	89.62	1.40	0.53	27.03	29.41	27.61	27.57	29.54	27.54	0.00	0.00	0.00	4.52	4.65	5.22
9/3/2015	12:43:37 PM	24.58	89.23	1.47	0.53	26.96	29.31	27.96	27.61	29.38	13.42	0.00	0.00	0.00	4.54	4.62	5.22
9/3/2015	12:43:39 PM	24.58	89.27	1.37	0.53	26.80	29.41	27.77	27.64	29.38	27.12	0.00	0.00	0.00	4.55	4.62	5.22
9/3/2015	12:43:42 PM	24.48	88.88	1.40	0.53	26.57	29.31	27.93	27.32	29.41	13.13	0.00	0.00	0.00	4.55	4.64	5.18
9/3/2015	12:43:44 PM	24.83	88.81	1.47	0.60	26.57	29.28	27.67	27.51	29.35	27.09	0.00	0.00	0.00	4.55	4.64	5.21
9/3/2015	12:43:47 PM	24.54	88.75	1.40	0.53	26.86	29.19	27.73	27.57	29.51	26.86	0.00	0.00	0.00	4.57	4.65	5.16
9/3/2015	12:43:49 PM	24.77	88.56	1.43	0.43	26.93	29.38	27.80	27.28	29.15	27.03	0.00	0.00	0.00	4.55	4.64	5.15
9/3/2015	12:43:51 PM	24.64	88.27	1.40	0.56	26.64	28.99	27.99	27.61	29.41	12.65	0.00	0.00	0.00	4.52	4.62	5.18
9/3/2015	12:43:54 PM	24.74	88.07	1.47	0.53	26.35	28.64	27.90	27.41	29.09	12.13	0.00	0.00	0.00	4.58	4.65	5.18
9/3/2015	12:43:56 PM	24.74	88.20	1.43	0.56	26.54	28.86	27.99	27.19	28.86	26.57	0.00	0.00	0.00	4.58	4.61	5.19
9/3/2015	12:43:59 PM	24.61	88.01	1.47	0.56	26.54	29.19	27.80	27.38	29.02	26.67	0.00	0.00	0.00	4.58	4.67	5.19
9/3/2015	12:44:01 PM	24.90	87.78	1.47	0.56	26.74	28.73	27.83	27.19	28.96	26.77	0.00	0.00	0.00	4.54	4.59	5.22
9/3/2015	12:44:03 PM	24.80	87.49	1.40	0.56	26.61	28.67	27.70	27.25	28.90	26.54	0.00	0.00	0.00	4.55	4.63	5.21
9/3/2015	12:44:06 PM	24.70	87.46	1.43	0.56	26.70	28.70	27.64	27.41	28.93	26.83	0.00	0.00	0.00	4.57	4.61	5.19
9/3/2015	12:44:08 PM	24.64	87.20	1.40	0.43	26.48	28.67	27.80	27.22	28.73	12.26	0.00	0.00	0.00	4.50	4.58	5.14
9/3/2015	12:44:11 PM	24.64	86.95	1.43	0.60	26.74	28.73	27.93	27.41	28.77	26.74	0.00	0.00	0.00	4.51	4.63	5.15
9/3/2015	12:44:13 PM	24.74	86.75	1.50	0.60	26.48	28.48	27.70	27.25	28.67	12.39	0.00	0.00	0.00	4.55	4.57	5.16
9/3/2015	12:44:15 PM	25.00	86.46	1.47	0.60	26.51	28.64	27.70	27.09	28.80	26.61	0.00	0.00	0.00	4.50	4.62	5.19
9/3/2015	12:44:18 PM	24.67	86.59	1.43	0.56	26.51	28.64	27.44	27.06	28.54	26.51	0.00	0.00	0.00	4.57	4.60	5.17
9/3/2015	12:44:20 PM	25.06	86.66	1.47	0.53	26.45	28.57	27.67	27.15	28.64	26.48	0.00	0.00	0.00	4.56	4.60	5.19
9/3/2015	12:44:23 PM	24.83	86.30	1.50	0.60	26.54	28.48	27.77	27.15	28.67	12.13	0.00	0.00	0.00	4.49	4.59	5.10
9/3/2015	12:44:25 PM	24.96	86.20	1.50	0.53	26.77	28.12	27.77	27.12	28.48	26.41	0.00	0.00	0.00	4.54	4.59	5.15
9/3/2015	12:44:27 PM	24.90	85.88	1.43	0.60	26.45	28.31	27.61	27.12	28.64	12.23	0.00	0.00	0.00	4.56	4.60	5.16
9/3/2015	12:44:30 PM	24.96	85.85	1.47	0.53	26.77	28.41	27.80	27.03	28.38	11.88	0.00	0.00	0.00	4.56	4.62	5.19
9/3/2015	12:44:32 PM	24.80	85.62	1.40	0.53	26.48	28.25	27.83	26.93	28.77	26.45	0.00	0.00	0.00	4.53	4.61	5.11
9/3/2015	12:44:35 PM	24.87	85.72	1.43	0.50	26.48	28.61	27.80	27.03	28.35	11.94	0.00	0.00	0.00	4.54	4.57	5.16
9/3/2015	12:44:37 PM	24.96	85.56	1.47	0.53	26.35	28.06	27.67	27.03	28.44	26.12	0.00	0.00	0.00	4.55	4.61	5.15
9/3/2015	12:44:39 PM	24.77	85.33	1.37	0.53	26.67	28.48	27.80	26.96	28.64	12.20	0.00	0.00	0.00	4.51	4.54	5.10
9/3/2015	12:44:42 PM	24.90	85.04	1.47	0.50	26.57	28.31	27.77	26.99	28.38	26.57	0.00	0.00	0.00	4.56	4.62	5.12
9/3/2015	12:44:44 PM	24.70	84.98	1.47	0.50	26.57	28.06	27.80	26.93	28.35	11.88	0.00	0.00	0.00	4.55	4.56	5.17
